,id,name,normalized_name,category_code,status,founded_at,country_code,city,region,first_investment_at,last_investment_at,investment_rounds,invested_companies,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships
37203,c:178184,Cap That,cap that,ecommerce,operating,2011-01-01,USA,Beverly Hills,Los Angeles,,,0,0,2012-11-20,2012-11-20,1,2300000.0,,,0,0
37212,c:178195,Fast PCR Diagnostics,fast pcr diagnostics,,operating,,,,unknown,,,0,0,2012-11-20,2012-11-20,1,25000.0,,,0,0
37227,c:178208,Rockpack,rockpack,photo_video,operating,,GBR,London,London,,,0,0,2012-09-01,2012-09-01,1,2000000.0,2013-06-26,2013-06-26,1,10
37232,c:178212,ithinksport,ithinksport,social,operating,2010-01-01,GBR,Cardiff,Cardiff,,,0,0,2010-01-01,2010-01-01,1,16221.0,2010-01-01,2010-01-01,1,1
37243,c:178224,Socitive,socitive,enterprise,operating,2010-06-15,TUR,?zmir,izmir,,,0,0,2011-07-15,2011-07-15,1,10000.0,2010-06-15,2010-06-15,1,2
37252,c:178233,Rarus Innovations,rarus innovations,,operating,,USA,Scottsdale,Phoenix,,,0,0,2012-11-20,2012-11-20,1,25000.0,2013-09-23,2013-09-23,1,4
37255,c:178236,RehabDev,rehabdev,,operating,,USA,Scottsdale,Phoenix,,,0,0,2012-11-21,2012-11-21,1,25000.0,,,0,0
37262,c:178242,Crossbar,crossbar,hardware,operating,2008-01-01,USA,Santa Clara,SF Bay,,,0,0,2012-11-21,2012-11-21,1,20587000.0,2012-11-21,2013-08-05,3,14
37264,c:178244,ICRTec,icrtec,cleantech,operating,2009-01-01,USA,Hampton,Hampton,,,0,0,2012-11-21,2012-11-21,1,10000000.0,,,0,5
37275,c:178256,Tred,tred,automotive,operating,2012-01-01,USA,Seattle,Seattle,,,0,0,2011-08-01,2013-01-15,3,1800000.0,2013-02-01,2013-06-19,2,3
37284,c:178267,Dana Translation,dana translation,other,operating,2012-02-01,,,unknown,,,0,0,2012-01-10,2012-01-10,1,5000.0,2012-02-01,2012-02-01,1,2
37295,c:178282,KeenSkim,keenskim,web,operating,,,,unknown,,,0,0,2012-09-01,2012-09-01,1,31528.0,,,0,1
37300,c:178288,Kireego Solutions,kireego solutions,mobile,operating,2012-07-01,FRA,Nice,NICE,,,0,0,2012-07-01,2012-07-01,1,200000.0,2012-07-01,2013-02-01,2,3
37302,c:17829,Rivermine Software,rivermine software,software,acquired,1999-01-01,USA,Fairfax,Washington DC,,,0,0,2005-05-31,2009-01-27,3,23700000.0,2009-01-01,2009-01-01,1,8
37305,c:178293,SiO2 Nanotech,sio2 nanotech,nanotech,operating,2010-03-01,USA,Tempe,Phoenix,,,0,0,2012-11-21,2012-11-21,1,25000.0,,,0,0
37308,c:178296,On The Run Tech,on the run tech,mobile,operating,,,,unknown,,,0,0,2012-11-22,2012-11-22,1,1300000.0,,,0,0
37309,c:178297,Trident Energy,trident energy,cleantech,operating,2003-01-01,GBR,Glasgow,Glasgow,,,0,0,2012-11-22,2013-03-22,2,668049.0,,,0,0
37312,c:1783,8hands,8hands,public_relations,closed,,ISR,,TBD,,,0,0,2008-01-01,2008-01-01,2,1500000.0,2008-01-13,2008-01-13,1,4
37319,c:178307,La Koketa,la koketa,fashion,operating,2010-05-01,,,unknown,,,0,0,2012-01-01,2012-09-01,2,96223.0,,,0,1
37320,c:178308,uGift,ugift,ecommerce,operating,2011-10-01,UKR,Kiev,Kiev,,,0,0,2013-08-15,2013-08-15,1,100000.0,2012-10-15,2012-10-15,1,4
37327,c:178319,Auto Mute,auto mute,software,operating,2009-10-31,UKR,Kiev,Kiev,,,0,0,2012-10-15,2012-10-15,1,10000.0,2010-05-01,2010-05-01,1,3
37339,c:17833,Teracent,teracent,advertising,acquired,,USA,San Mateo,SF Bay,,,0,0,2007-01-01,2009-03-18,2,5800000.0,2007-01-01,2010-01-06,2,7
37340,c:178331,Advice Wallet,advice wallet,mobile,operating,2012-01-01,USA,San Francisco,SF Bay,,,0,0,2012-11-01,2013-07-01,3,395000.0,,,0,4
37347,c:178338,HeyBubble,heybubble,software,operating,2011-10-17,USA,New York,New York,,,0,0,2012-01-01,2012-01-01,1,150000.0,2011-11-01,2014-09-10,2,2
37353,c:178343,BIOSAFE,biosafe,manufacturing,operating,,USA,Pittsburgh,Pittsburg,,,0,0,2012-10-24,2012-10-24,1,150000.0,,,0,0
37355,c:178347,Magnomatics,magnomatics,hardware,operating,2006-01-01,GBR,Sheffield,Sheffield,,,0,0,2012-11-22,2013-08-20,2,5505904.0,,,0,0
37357,c:178349,NTQ-Data,ntq data,enterprise,operating,,GBR,London,London,,,0,0,2012-11-22,2012-11-22,1,322325.0,,,0,0
37358,c:17835,Gennio,gennio,web,operating,2005-04-09,ESP,Madrid,Madrid,,,0,0,2005-04-15,2005-04-15,1,600000.0,2008-08-01,2008-08-01,1,1
37365,c:178359,Favim,favim,social,operating,,,,unknown,,,0,0,2012-10-25,2012-10-25,1,300000.0,,,0,0
37400,c:178394,Storemates,storemates,web,operating,2011-01-01,GBR,London,London,,,0,0,2013-01-21,2013-07-01,2,63518.0,,,0,0
37406,c:1784,Delver,delver,search,acquired,2007-01-01,ISR,Herzeliya,Herzeliya,,,0,0,2007-06-01,2008-07-19,2,4000000.0,2009-03-08,2009-03-08,1,5
37423,c:178415,BeOnDesk,beondesk,network_hosting,operating,2012-10-05,,,unknown,,,0,0,2012-10-22,2012-10-22,1,70000.0,2012-10-22,2012-10-22,1,2
37428,c:17842,CodeGlide,codeglide,software,operating,2007-05-01,USA,San Francisco,SF Bay,,,0,0,2007-05-01,2007-05-01,1,500000.0,2011-01-04,2011-07-26,2,3
37434,c:178425,Wedo Shopping,wedo shopping,ecommerce,operating,2011-06-01,GBR,London,London,,,0,0,2013-12-02,2013-12-02,1,4545754.0,,,0,2
37439,c:17843,Bihu.com,bihu,advertising,closed,,CHN,Bejing,Bejing,,,0,0,2008-06-09,2008-06-09,1,10000000.0,,,0,0
37506,c:178495,Procurify,procurify,enterprise,operating,2011-01-01,CAN,Richmond,SF Bay,,,0,0,2012-11-26,2013-03-01,3,545122.0,,,0,6
37510,c:1785,Journeys,journeys,web,closed,2007-05-01,ISR,Tel Aviv,Tel Aviv,,,0,0,2007-05-01,2007-05-01,1,600000.0,2008-09-03,2008-09-03,1,3
37512,c:178500,Radar da Produção,radar da produção,web,operating,2012-10-01,BRA,Rio de Janeiro,Rio de Janeiro,,,0,0,2012-11-09,2012-11-09,1,6000.0,2012-10-31,2012-10-31,1,1
37519,c:178509,Anghami,anghami,music,operating,2011-12-01,LBN,Jounieh,Jounieh,,,0,0,2012-03-01,2012-03-01,1,1000000.0,2012-06-01,2012-06-01,1,4
37520,c:17851,Acopia Networks,acopia networks,,acquired,2002-01-01,USA,Lowell,Boston,,,0,0,2006-06-19,2006-06-19,1,20000000.0,,,0,4
37545,c:178532,Greenbureau,greenbureau,finance,operating,2011-07-17,FRA,Paris,Paris,,,0,0,2011-09-10,2011-09-10,1,400000.0,,,0,4
37548,c:178535,Cyber Holdings,cyber holdings,games_video,operating,2011-06-13,USA,San Diego,San Diego,,,0,0,2013-05-13,2013-05-13,1,152000.0,,,0,0
37579,c:17857,Hidden City Games,hidden city games,other,closed,2004-01-01,USA,Seattle,Seattle,,,0,0,2007-10-31,2007-10-31,1,15000000.0,2007-10-01,2007-10-01,1,3
37583,c:17858,Corensic,corensic,software,operating,2008-01-01,USA,Seattle,Seattle,,,0,0,2009-01-21,2011-01-13,2,6000000.0,2010-08-09,2010-08-23,2,6
37607,c:178606,Itsworld Sicilia,itsworld sicilia,,operating,,,,unknown,,,0,0,2012-11-25,2012-11-25,1,2581800.0,,,0,0
37625,c:178628,InGrid Solutions,ingrid solutions,software,operating,2010-01-01,USA,Portland,Portland,,,0,0,2011-11-15,2012-09-01,2,77000.0,,,0,2
37627,c:178632,P2Binvestor,p2binvestor,finance,operating,2012-02-01,USA,Louisville,Denver,,,0,0,2012-08-25,2013-08-23,2,1400000.0,2012-02-01,2012-02-01,1,2
37637,c:178643,ElasticDot,elasticdot,network_hosting,operating,2012-12-15,ITA,Milan,Milan,,,0,0,2013-02-09,2013-02-09,1,125000.0,2012-12-15,2012-12-15,1,2
37682,c:178689,registracija vozila,registracija vozila,hardware,operating,2009-03-17,CSS,Belgrade,Belgrade,,,0,0,2009-03-17,2009-03-17,1,3235500.0,,,0,0
37696,c:178703,Nafham,nafham,education,operating,2012-02-01,EGY,Giza,Giza,,,0,0,2012-02-01,2012-02-01,1,10000.0,2012-02-01,2012-02-01,1,3
37725,c:178733,Billogram,billogram,enterprise,operating,2011-01-02,SWE,Stockholm,Stockholm,,,0,0,2010-09-10,2012-07-20,2,1100000.0,,,0,0
37735,c:178744,The Thoughtful Bread Company,the thoughtful bread company,hospitality,operating,,GBR,Bristol,Bristol,,,0,0,2012-11-26,2012-11-26,1,88033.0,,,0,0
37737,c:178746,itembase,itembase,ecommerce,operating,2011-11-02,DEU,Berlin,Berlin,,,0,0,2013-10-24,2013-10-24,1,3250000.0,2012-09-01,2012-09-01,1,3
37741,c:17875,KODA,koda,web,operating,2008-01-01,USA,San Francisco,SF Bay,,,0,0,2009-08-01,2010-02-24,2,4500000.0,2009-01-01,2010-08-26,3,2
37760,c:178769,Visualnest,visualnest,enterprise,closed,2012-06-01,DEU,Berlin,Berlin,,,0,0,2012-06-01,2012-06-01,1,235350.0,,,0,1
37761,c:17877,C9 Media,c9 media,games_video,operating,2007-01-01,,,unknown,,,0,0,2007-05-21,2007-05-21,1,750000.0,,,0,0
37762,c:178770,Codacy,codacy,software,operating,2012-01-01,PRT,Lisbon,Lisbon,,,0,0,2013-11-20,2013-11-20,1,500000.0,,,0,1
37772,c:17878,VidSys,vidsys,software,operating,2005-01-01,USA,Marlborough,Boston,,,0,0,2007-05-21,2013-07-25,3,18650000.0,2013-01-01,2013-01-01,1,15
37781,c:17879,Modulus Video,modulus video,,acquired,1999-01-01,USA,Libertyville,Chicago,,,0,0,2004-03-31,2004-03-31,1,8500000.0,2007-01-01,2007-01-01,1,5
37784,c:178792,Rootless,rootless,software,operating,2011-01-01,USA,Providence,Providence,,,0,0,2013-01-01,2013-01-01,1,50000.0,2011-04-01,2011-04-01,1,2
37785,c:178793,Daily Sales Exchange,daily sales exchange,ecommerce,closed,,USA,ANCHORAGE,Anchorage,,,0,0,2012-04-12,2013-01-10,2,283500.0,2012-09-06,2012-09-06,1,1
37791,c:1788,PLYmedia,plymedia,advertising,operating,2006-01-01,USA,Palo Alto,SF Bay,,,0,0,2006-12-01,2009-02-01,2,5700000.0,,,0,12
37793,c:178800,Daily Pic,daily pic,photo_video,operating,2012-05-01,USA,Copley,Copley,,,0,0,2012-05-01,2012-05-01,1,150000.0,,,0,2
37800,c:178809,Lemon Curve,lemon curve,ecommerce,operating,2011-10-01,FRA,Paris,Paris,,,0,0,2012-08-10,2012-08-10,1,1226200.0,2011-06-01,2011-06-01,1,1
37802,c:178811,121nexus,121nexus,software,operating,2011-10-07,USA,Providence,Providence,,,0,0,2012-02-06,2013-11-21,5,764000.0,2011-10-07,2012-04-27,2,2
37804,c:178813,Wilshire Axon,wilshire axon,manufacturing,operating,,USA,Los Angeles,Los Angeles,,,0,0,2011-05-26,2011-05-26,1,7000000.0,2006-07-01,2006-07-01,1,3
37807,c:178816,Nexalogy,nexalogy,analytics,operating,2010-01-18,CAN,Montreal,Montreal,,,0,0,2011-09-30,2011-09-30,1,574392.0,2013-01-01,2013-01-01,1,2
37810,c:17882,Interface21,interface21,software,operating,,USA,San Mateo,SF Bay,,,0,0,2007-05-11,2007-05-11,1,10000000.0,,,0,0
37811,c:178820,everbill,everbill,software,operating,2012-09-01,USA,Mountain View,SF Bay,,,0,0,2012-09-01,2012-09-01,1,50000.0,2012-09-01,2012-09-01,1,4
37817,c:17883,Sequoia Media Group,sequoia media group,web,closed,,USA,Draper,Salt Lake City,,,0,0,2007-05-10,2007-05-10,1,8800000.0,,,0,0
37843,c:178859,Magine,magine,games_video,operating,2011-09-01,SWE,Stockholm,Stockholm,,,0,0,2013-07-03,2013-07-03,1,19000000.0,2010-09-01,2013-07-03,2,3
37846,c:178861,Lernstift,lernstift,hardware,operating,2012-10-10,DEU,München,Munich,,,0,0,2013-04-08,2013-10-20,4,510253.0,2013-04-13,2013-07-19,3,3
37857,c:178873,Wattio,wattio,hardware,operating,,ESP,Gipuzkoa,Gipuzkoa,,,0,0,2012-11-27,2012-11-27,1,648050.0,,,0,0
37871,c:178891,Versa Networks,versa networks,network_hosting,operating,,USA,Cupertino,SF Bay,,,0,0,2012-11-27,2012-11-27,1,14350000.0,,,0,0
37873,c:178893,Tame,tame,software,operating,2012-06-01,DEU,Berlin,Berlin,,,0,0,2013-05-27,2013-05-27,1,321650.0,2012-06-01,2013-08-01,2,3
37877,c:178898,Cutetown,cutetown,transportation,operating,2011-10-01,RUS,Perm,Perm,,,0,0,2011-10-01,2011-10-01,1,150000.0,2011-10-01,2011-10-01,1,2
37879,c:1789,NuConomy,nuconomy,advertising,acquired,2006-01-01,USA,San Francisco,SF Bay,,,0,0,2007-04-01,2008-02-01,2,3300000.0,2008-07-01,2011-04-28,3,4
37883,c:178902,VetCloud,vetcloud,enterprise,operating,2012-01-01,GBR,London,London,,,0,0,2013-07-02,2013-08-01,2,385980.0,2012-07-01,2013-09-29,2,2
37889,c:178908,AutoBike,autobike,automotive,operating,2011-01-01,USA,Troy,Detroit,,,0,0,2012-04-01,2013-11-01,6,573000.0,2011-01-01,2011-01-01,1,2
37891,c:17891,CoreFlow,coreflow,other,operating,1999-01-01,ISR,Yoqneam,Yoqneam,,,0,0,2007-05-01,2007-05-01,1,3200000.0,,,0,0
37897,c:178915,JumpOffCampus,jumpoffcampus,other,operating,2011-06-01,,,unknown,,,0,0,2012-07-01,2012-07-01,1,110000.0,,,0,0
37898,c:178916,Taptica,taptica,advertising,operating,2012-01-01,ISR,tel aviv,Tel Aviv,,,0,0,2012-01-01,2013-08-01,2,600000.0,2013-07-01,2013-07-01,1,6
37902,c:17892,Audiolife,audiolife,ecommerce,acquired,2008-01-18,USA,Van Nuys,Los Angeles,,,0,0,2005-10-01,2007-11-01,2,4500000.0,2009-09-01,2009-09-01,1,4
37903,c:178920,Duel,duel,games_video,closed,2012-04-01,,,unknown,,,0,0,2012-07-01,2012-07-01,1,25000.0,2012-04-01,2012-04-01,1,3
37924,c:17894,Visage Mobile,visage mobile,enterprise,operating,2001-01-01,USA,San Francisco,SF Bay,,,0,0,2010-02-23,2013-09-19,3,12500000.0,2012-05-03,2013-05-01,2,15
37952,c:178966,Vivartes,vivartes,health,operating,2009-09-09,IRL,Kilkenny,Kilkenny,,,0,0,2009-12-31,2010-07-30,2,388147.0,2010-09-09,2010-09-09,1,2
37954,c:17897,Ginger Software,ginger software,software,operating,2007-01-01,USA,Lexington,Boston,,,0,0,2012-02-28,2012-08-22,2,11700000.0,2012-01-01,2013-09-16,3,9
37959,c:178974,Yekra,yekra,games_video,operating,2011-10-01,USA,Los Angeles,Los Angeles,,,0,0,2013-05-09,2013-05-09,1,3000000.0,2013-09-01,2013-09-01,1,6
37960,c:178975,iRates,irates,software,operating,2011-11-01,USA,San Diego,San Diego,,,0,0,2011-12-15,2011-12-15,1,100000.0,2011-11-01,2011-11-01,1,1
37965,c:17898,TechForward,techforward,hardware,operating,2005-08-15,USA,Los Angeles,Los Angeles,,,0,0,2007-04-26,2011-02-07,5,7760000.0,2009-01-01,2012-12-05,2,3
37966,c:178981,YouScribe,youscribe,ecommerce,operating,,FRA,Paris,Paris,,,0,0,2012-11-27,2012-11-27,1,2592200.0,,,0,0
37967,c:178982,Lanthio Pharma,lanthio pharma,biotech,operating,,NLD,,Netherlands - Other,,,0,0,2012-11-28,2012-11-28,1,6187680.0,,,0,0
37969,c:178984,iSchool Campus,ischool campus,education,operating,2010-01-01,USA,Park City,Salt Lake City,,,0,0,2012-11-28,2012-11-28,1,2000000.0,2011-01-01,2011-01-01,1,10
37977,c:178991,AdNear,adnear,mobile,operating,,SGP,,Singapore - Other,,,0,0,2009-10-30,2012-11-28,2,6500000.0,,,0,0
37985,c:179,Gotuit,gotuit,web,acquired,2000-01-01,USA,Woburn,Boston,,,0,0,2002-12-01,2004-12-01,2,16000000.0,2002-01-01,2012-07-02,5,6
37997,c:17901,Travel Distribution Systems,travel distribution systems,enterprise,operating,2002-01-01,AUS,Melbourne,Melbourne,,,0,0,,,1,1100000.0,2005-06-01,2005-06-01,1,1
38001,c:179013,Save22,save22,advertising,operating,,SGP,Singapore,Singapore,,,0,0,2012-01-01,2012-01-01,1,100000.0,,,0,3
38034,c:179045,PhotoSpotLand,photospotland,social,operating,2012-01-01,USA,New York,New York,,,0,0,2013-04-28,2013-05-27,2,74000.0,2012-11-01,2013-03-29,2,6
38044,c:179055,Klooff,klooff,news,operating,2012-07-01,USA,New York,New York,,,0,0,2012-09-17,2013-04-02,2,383000.0,2013-05-13,2013-06-01,2,5
38067,c:179079,Cloudamize,cloudamize,network_hosting,operating,2012-01-01,USA,Philadelphia,Philadelphia,,,0,0,2013-09-11,2013-09-11,1,1200000.0,2013-03-01,2013-03-01,1,3
38081,c:179092,Mibio,mibio,mobile,operating,2012-01-01,USA,Nashville,Nashville,,,0,0,2011-12-15,2011-12-15,1,32000.0,2012-08-01,2012-08-01,1,1
38084,c:179095,Hired,hired,web,operating,2012-05-01,USA,San Francisco,SF Bay,,,0,0,2013-01-01,2013-01-01,1,2700000.0,2013-05-01,2014-09-17,3,6
38091,c:179101,Fridom,fridom,ecommerce,operating,2012-10-01,BRA,Sao Paulo,Sao Paulo,,,0,0,2013-04-01,2013-04-01,1,650000.0,2013-04-15,2013-04-15,2,6
38105,c:179115,Supportie,supportie,software,operating,2013-01-01,,,unknown,,,0,0,2013-01-01,2013-01-01,1,50000.0,2012-10-01,2012-10-01,1,3
38136,c:179149,Tweet Category,tweet category,analytics,operating,2012-05-04,,,unknown,,,0,0,2012-11-19,2012-11-19,1,140382.0,2012-05-05,2012-05-05,1,1
38143,c:179156,IEX Group,iex group,software,operating,2011-01-01,USA,New York,New York,,,0,0,2012-07-11,2012-07-11,1,725000.0,1999-01-01,1999-01-01,1,4
38155,c:179168,Percentil,percentil,ecommerce,operating,2012-08-10,ESP,Collado Viallba,Collado Viallba,,,0,0,2013-02-27,2013-09-23,2,1012326.0,2012-11-30,2012-11-30,1,3
38173,c:179187,Todoist,todoist,software,operating,2007-01-01,CHL,Santiago,Santiago,,,0,0,2011-01-01,2011-01-01,1,40000.0,2007-01-01,2013-03-23,2,1
38191,c:179205,VetDC,vetdc,medical,operating,2010-01-01,USA,Fort Collins,Fort Collins,,,0,0,2012-11-29,2013-05-15,2,2825800.0,2013-08-14,2013-08-14,1,0
38205,c:179219,Kira Talent,kira talent,web,operating,2012-01-01,CAN,Ontario,Ontario,,,0,0,2013-09-25,2013-09-25,1,2000000.0,2011-01-01,2012-11-29,2,3
38207,c:179220,Nanoscale Components,nanoscale components,nanotech,operating,2007-01-01,USA,Hudson,Hudson,,,0,0,2012-11-30,2013-10-01,2,1702200.0,2009-01-01,2009-01-01,1,2
38210,c:179223,La Más Mona,la más mona,,operating,,ESP,Alcobendas,Alcobendas,,,0,0,2012-11-28,2012-11-28,1,279735.0,2012-06-05,2012-06-05,1,1
38211,c:179224,CENTRI Technology,centri technology,network_hosting,operating,2009-01-01,USA,Seattle,Seattle,,,0,0,2011-10-18,2013-10-31,4,20169205.0,2013-05-31,2013-05-31,1,6
38218,c:179230,Peerby,peerby,web,operating,2011-01-01,GBR,Amsterdam,TBD,,,0,0,2011-10-01,2013-07-02,5,244160.0,2012-03-01,2013-09-29,2,2
38226,c:179240,Shubham Housing Development Finance Company,shubham housing development finance company,,operating,2010-01-01,IND,New Delhi,New Delhi,,,0,0,2012-11-30,2012-11-30,1,8000000.0,,,0,0
38232,c:179246,ArmaGen Technologies,armagen technologies,biotech,operating,,USA,Santa Monica,Los Angeles,,,0,0,2012-11-27,2012-11-29,2,25492899.0,,,0,2
38252,c:179269,Unpakt,unpakt,other,operating,2012-01-01,USA,New York,New York,,,0,0,2013-10-02,2013-10-02,1,3000000.0,2013-01-02,2013-01-02,1,0
38284,c:179304,HeTexted,hetexted,web,operating,2012-10-01,USA,NY,New York,,,0,0,2013-04-12,2013-04-12,1,500000.0,2012-07-01,2012-07-01,1,6
38290,c:17931,Jobulous,jobulous,web,closed,2008-07-10,USA,New York,New York,,,0,0,2008-08-01,2008-08-01,1,200000.0,,,0,0
38302,c:179320,Dobleas,dobleas,mobile,operating,2012-06-06,USA,New York,New York,,,0,0,2002-02-22,2013-03-07,2,9400000.0,2013-03-01,2013-03-01,1,7
38303,c:179321,LineHop,linehop,mobile,operating,,USA,Chicago,Chicago,,,0,0,2012-10-01,2012-10-01,1,50000.0,2012-10-01,2012-10-01,1,2
38309,c:179328,Cable-Sense,cable sense,network_hosting,operating,,GBR,LANCASTER,Lancaster,,,0,0,2012-12-01,2012-12-01,1,1281302.0,,,0,0
38310,c:179329,TTS Pharma,tts pharma,biotech,operating,,GBR,Liverpool,Liverpool,,,0,0,2012-12-01,2012-12-01,1,880895.0,,,0,0
38313,c:179331,Kanichi Research Services,kanichi research services,nanotech,operating,2008-07-01,GBR,Manchester,Manchester,,,0,0,2012-12-01,2012-12-01,1,456464.0,,,0,0
38335,c:179356,iCare Technology,icare technology,,operating,,,,unknown,,,0,0,2012-12-03,2012-12-03,1,80390.0,,,0,0
38343,c:179365,Prediki Prediction Services,prediki prediction services,other,operating,,,,unknown,,,0,0,2012-12-02,2012-12-02,1,650000.0,,,0,0
38350,c:179371,GetLikeminds,getlikeminds,software,operating,2012-09-18,GBR,London,London,,,0,0,2012-09-18,2012-09-18,1,71000.0,,,0,4
38369,c:179392,docplanner,docplanner,health,operating,,POL,Warsaw,Warsaw,,,0,0,2012-12-03,2012-12-03,1,1000000.0,2013-04-02,2013-04-02,1,1
38378,c:17940,WordStream,wordstream,advertising,operating,2007-11-01,USA,Boston,Boston,,,0,0,2009-01-28,2013-09-30,4,16315000.0,2010-05-07,2013-08-21,3,14
38379,c:179400,Play Megaphone,play megaphone,games_video,operating,2008-01-01,USA,New York,New York,,,0,0,2013-10-21,2013-10-21,1,4300000.0,,,0,5
38388,c:179409,Credport,credport,,closed,,,,unknown,,,0,0,2012-09-03,2012-09-03,1,18852.0,2012-05-01,2012-05-01,1,3
38394,c:179417,Geosophic,geosophic,games_video,operating,2012-04-01,NLD,Amsterdam,Amsterdam,,,0,0,2012-04-04,2012-04-04,1,19713.0,,,0,5
38416,c:179439,TAXI5.pl,taxi5 pl,mobile,operating,2012-01-08,POL,Wroclaw,Wroclaw,,,0,0,2012-07-22,2012-07-22,1,610000.0,2012-01-08,2012-01-08,1,1
38419,c:179441,CropUp,cropup,social,operating,2012-04-17,USA,Brooklyn,New York,,,0,0,2012-04-01,2012-04-01,1,1000000.0,2012-12-03,2012-12-03,1,4
38426,c:179448,Crowdzu,crowdzu,web,operating,2012-01-01,USA,New York,New York,,,0,0,2013-11-18,2013-11-18,1,35000.0,2013-06-03,2013-06-03,1,4
38436,c:179457,TrueLens,truelens,analytics,operating,,USA,Cambridge,Boston,,,0,0,2012-12-03,2012-12-03,1,1200000.0,2012-01-01,2012-01-01,1,2
38438,c:179459,Magenta Medical,magenta medical,,operating,,,,unknown,,,0,0,2012-12-03,2012-12-03,1,4000000.0,,,0,0
38451,c:179470,Evomail,evomail,software,operating,2012-08-01,USA,Wichita,Wichita,,,0,0,2013-07-29,2013-07-29,1,100000.0,2013-04-01,2013-09-05,2,4
38469,c:179489,Nutrino,nutrino,health,operating,2011-07-01,GBR,London,London,,,0,0,2012-04-01,2012-04-01,1,400000.0,2011-09-01,2013-04-25,2,5
38481,c:1795,Widgetbox,widgetbox,other,operating,2012-01-04,USA,San Francisco,SF Bay,,,0,0,2006-06-01,2008-01-01,3,14500000.0,2005-01-01,2012-02-05,5,7
38482,c:179500,Wozityou,wozityou,social,operating,2011-08-03,GBR,London,London,,,0,0,2011-08-03,2013-03-11,3,623909.0,2011-08-03,2013-01-01,2,4
38485,c:179503,WhistleTalk,whistletalk,enterprise,operating,2012-01-01,IND,Bangalore,Bangalore,,,0,0,2012-12-04,2013-06-03,2,5400000.0,2012-01-01,2012-01-01,1,7
38489,c:179507,ScaleIO,scaleio,software,acquired,2011-01-01,USA,Palo Alto,SF Bay,,,0,0,2012-12-04,2012-12-04,1,12000000.0,2012-09-01,2013-06-19,2,1
38497,c:179514,GetBulb,getbulb,analytics,operating,2011-09-01,ISR,Dublin,unknown,,,0,0,2012-02-26,2012-09-01,2,83173.0,2013-03-01,2013-03-01,1,2
38511,c:179530,SmartThings,smartthings,mobile,operating,2012-04-01,USA,Minneapolis,unknown,,,0,0,2012-12-04,2013-11-12,2,15500000.0,2013-08-21,2013-12-05,2,3
38516,c:179535,Freebeepay,freebeepay,mobile,operating,2010-12-02,USA,Alpharetta,Atlanta,,,0,0,2012-11-26,2012-11-26,1,3000000.0,2011-01-01,2011-01-01,1,2
38525,c:179544,iLumen,ilumen,software,operating,,USA,Atlanta,Atlanta,,,0,0,2012-04-11,2012-04-11,1,2785830.0,2008-01-01,2012-11-06,2,3
38548,c:179566,Discoverly,discoverly,social,operating,2012-05-01,USA,San Francisco,SF Bay,,,0,0,2013-03-06,2013-03-06,1,750000.0,2012-07-16,2012-07-16,1,3
38550,c:179568,AlleyWatch,alleywatch,news,operating,2012-10-01,USA,New York,New York,,,0,0,2012-10-15,2012-10-15,1,40000.0,2013-08-08,2013-08-08,1,4
38569,c:179587,BioCision,biocision,biotech,operating,,USA,Larkspur,SF Bay,,,0,0,2012-12-04,2012-12-04,1,2500000.0,,,0,0
38580,c:179599,Green Throttle Games,green throttle games,games_video,operating,2012-02-01,USA,Santa Clara,SF Bay,,,0,0,2012-08-01,2012-08-01,1,6000000.0,2012-06-01,2013-11-08,3,1
38585,c:179602,MySalescamp,mysalescamp,software,operating,2012-10-01,USA,Mountain View,SF Bay,,,0,0,2013-02-08,2013-02-08,1,280000.0,2012-10-01,2012-10-01,1,1
38602,c:17962,Epos,epos,hardware,operating,,ISR,Hod-Hasharon,Hod Hasharon,,,0,0,2005-04-11,2006-11-15,2,15500000.0,,,0,2
38610,c:179627,Trekea,trekea,,operating,,,,unknown,,,0,0,2012-12-04,2012-12-04,1,1701960.0,,,0,0
38611,c:179628,Clarity,clarity,web,operating,,USA,San Francisco,SF Bay,,,0,0,2012-12-05,2012-12-05,1,1600000.0,2003-01-01,2003-01-01,1,4
